epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,44705.9,1.20056,0.69234,1.0307,0.83605,0.74051,0.82206,0.4169,1.73581,0.91944,1.33788,0.00490857,0.00490857,0.00490857
182,44932.3,1.20014,0.68618,1.031,0.82187,0.74828,0.82024,0.41521,1.7422,0.92344,1.34539,0.00488029,0.00488029,0.00488029
183,45138.6,1.19801,0.67606,1.02852,0.81197,0.75997,0.82257,0.41644,1.73849,0.92415,1.34218,0.004852,0.004852,0.004852
184,45371.4,1.18565,0.68682,1.02903,0.81382,0.75776,0.82282,0.41474,1.73385,0.93161,1.34078,0.00482371,0.00482371,0.00482371
185,45583.2,1.20234,0.69005,1.03158,0.81569,0.7481,0.81776,0.41641,1.73335,0.92971,1.3434,0.00479543,0.00479543,0.00479543
186,45810.8,1.18741,0.68771,1.02276,0.81518,0.75796,0.82025,0.41626,1.73419,0.92655,1.34137,0.00476714,0.00476714,0.00476714
187,46032.4,1.18658,0.66887,1.0257,0.80803,0.75381,0.8192,0.41678,1.7331,0.92643,1.33934,0.00473886,0.00473886,0.00473886
188,46296.4,1.18936,0.69183,1.02495,0.82061,0.74819,0.81975,0.4173,1.73173,0.9238,1.33738,0.00471057,0.00471057,0.00471057
189,46501.6,1.18042,0.67393,1.01966,0.79841,0.76915,0.82096,0.41601,1.73412,0.92047,1.33621,0.00468229,0.00468229,0.00468229
190,46725.7,1.17463,0.672,1.02436,0.82928,0.73637,0.82006,0.41669,1.73401,0.92155,1.33609,0.004654,0.004654,0.004654
191,46934,1.1819,0.66724,1.02067,0.82791,0.74371,0.82021,0.41752,1.73414,0.92942,1.33463,0.00462571,0.00462571,0.00462571
192,47149.2,1.18454,0.66947,1.01866,0.82434,0.74465,0.81608,0.4154,1.735,0.93858,1.33237,0.00459743,0.00459743,0.00459743
193,47355,1.18005,0.6703,1.01684,0.8267,0.744,0.81742,0.41389,1.73743,0.93547,1.33211,0.00456914,0.00456914,0.00456914
194,47591.7,1.16452,0.66142,1.02007,0.81875,0.74776,0.81608,0.41453,1.7398,0.93698,1.33722,0.00454086,0.00454086,0.00454086
195,47805.1,1.18123,0.66634,1.02154,0.82292,0.74224,0.81449,0.41544,1.74107,0.93703,1.33657,0.00451257,0.00451257,0.00451257
196,48069.9,1.18056,0.67316,1.0246,0.81659,0.75328,0.81959,0.41482,1.74466,0.92604,1.33754,0.00448429,0.00448429,0.00448429
197,48297.9,1.14698,0.65547,1.01142,0.81774,0.75242,0.81935,0.41585,1.74687,0.92626,1.33943,0.004456,0.004456,0.004456
198,48569.4,1.16362,0.65904,1.01236,0.82202,0.75086,0.82209,0.41765,1.74937,0.91951,1.34078,0.00442771,0.00442771,0.00442771
199,48835.9,1.17157,0.66131,1.01422,0.82282,0.75316,0.82031,0.41627,1.7481,0.92664,1.34236,0.00439943,0.00439943,0.00439943
200,49114,1.15352,0.65756,1.01707,0.81425,0.75638,0.82125,0.41592,1.74882,0.92572,1.34584,0.00437114,0.00437114,0.00437114
201,49361.1,1.15663,0.6606,1.01329,0.81621,0.75638,0.82284,0.41539,1.7501,0.92061,1.34729,0.00434286,0.00434286,0.00434286
202,49618.8,1.15679,0.65397,1.01146,0.7971,0.76605,0.82334,0.41626,1.74882,0.92597,1.34414,0.00431457,0.00431457,0.00431457
203,49858,1.16289,0.66098,1.01447,0.80676,0.75845,0.82167,0.41556,1.75047,0.92756,1.34474,0.00428629,0.00428629,0.00428629
204,50237.3,1.16509,0.66067,1.01572,0.81368,0.75604,0.81879,0.41545,1.74927,0.92433,1.34419,0.004258,0.004258,0.004258
205,50610.1,1.14724,0.64383,1.00385,0.8126,0.75561,0.8206,0.41647,1.74947,0.92465,1.34597,0.00422971,0.00422971,0.00422971
206,51001.1,1.14032,0.63948,1.00773,0.82531,0.74667,0.82133,0.4145,1.75096,0.92688,1.34511,0.00420143,0.00420143,0.00420143
207,51301.4,1.13672,0.64432,1.00831,0.81699,0.75224,0.82239,0.41705,1.74979,0.92461,1.34806,0.00417314,0.00417314,0.00417314
208,51641.2,1.13649,0.6438,1.01451,0.80864,0.76052,0.82239,0.41649,1.75118,0.92644,1.35257,0.00414486,0.00414486,0.00414486
209,51924.5,1.14204,0.64622,1.01139,0.81217,0.7588,0.82235,0.41466,1.74989,0.92947,1.35343,0.00411657,0.00411657,0.00411657
210,52284.8,1.13992,0.64832,1.01024,0.80879,0.76335,0.82337,0.41547,1.74446,0.9223,1.35208,0.00408829,0.00408829,0.00408829
211,52689.6,1.1525,0.64604,1.01303,0.81283,0.75674,0.81967,0.41596,1.74609,0.9242,1.35259,0.00406,0.00406,0.00406
212,53018.5,1.13399,0.64341,1.0021,0.81364,0.75983,0.82404,0.41852,1.74481,0.92152,1.35237,0.00403171,0.00403171,0.00403171
213,53247.6,1.13276,0.64498,1.00184,0.82192,0.75172,0.8222,0.4172,1.74873,0.92674,1.35336,0.00400343,0.00400343,0.00400343
214,53538.6,1.12798,0.62628,1.00516,0.82642,0.74914,0.82165,0.41703,1.7466,0.92498,1.35189,0.00397514,0.00397514,0.00397514
215,53763.4,1.12812,0.63167,1.00019,0.81772,0.7477,0.8187,0.41652,1.74984,0.92875,1.35184,0.00394686,0.00394686,0.00394686
216,54023.8,1.12712,0.6391,1.0025,0.81032,0.75329,0.81687,0.41519,1.74917,0.93554,1.35073,0.00391857,0.00391857,0.00391857
217,54250.6,1.12488,0.64165,1.00232,0.81886,0.75344,0.81689,0.41684,1.74357,0.93153,1.34695,0.00389029,0.00389029,0.00389029
218,54498,1.11733,0.63043,0.9935,0.82248,0.74362,0.81725,0.41677,1.74543,0.92914,1.34709,0.003862,0.003862,0.003862
219,54723.4,1.112,0.62061,0.99343,0.8308,0.73154,0.81627,0.41515,1.74551,0.93041,1.34982,0.00383371,0.00383371,0.00383371
220,54969.8,1.10538,0.61871,0.99095,0.84024,0.72774,0.81577,0.41636,1.74563,0.93022,1.3497,0.00380543,0.00380543,0.00380543
221,55195.8,1.12673,0.63439,0.99684,0.83642,0.72871,0.81951,0.41655,1.74654,0.93279,1.35226,0.00377714,0.00377714,0.00377714
222,55439.8,1.10764,0.62619,0.99364,0.8227,0.74258,0.81776,0.4162,1.74479,0.93192,1.34991,0.00374886,0.00374886,0.00374886
223,55661.9,1.11884,0.62274,0.99809,0.83569,0.73186,0.8176,0.41635,1.74315,0.9284,1.34901,0.00372057,0.00372057,0.00372057
224,55899.3,1.11251,0.62115,0.9975,0.8358,0.73671,0.82015,0.41683,1.74298,0.92626,1.34809,0.00369229,0.00369229,0.00369229
225,56131,1.09238,0.61064,0.99172,0.83873,0.74017,0.82015,0.41502,1.74508,0.92591,1.35103,0.003664,0.003664,0.003664
226,56369.4,1.10398,0.62124,0.99211,0.84196,0.7343,0.81916,0.4153,1.74498,0.92567,1.35072,0.00363571,0.00363571,0.00363571
227,56598.7,1.10921,0.62348,0.99154,0.84726,0.72809,0.81779,0.4155,1.74684,0.92686,1.3509,0.00360743,0.00360743,0.00360743
228,56837.1,1.11012,0.62268,0.98928,0.82588,0.74189,0.81807,0.41619,1.74763,0.9264,1.34963,0.00357914,0.00357914,0.00357914
229,57056.2,1.10945,0.62233,0.99644,0.82544,0.74224,0.81561,0.41468,1.74986,0.92912,1.35088,0.00355086,0.00355086,0.00355086
230,57285.5,1.09365,0.62136,0.98868,0.82634,0.74053,0.81511,0.41573,1.74834,0.93032,1.35026,0.00352257,0.00352257,0.00352257
231,57502.1,1.11163,0.61647,0.99304,0.8275,0.74258,0.81573,0.41419,1.74907,0.92973,1.35248,0.00349429,0.00349429,0.00349429
232,57757.3,1.10751,0.62502,0.98997,0.828,0.74251,0.81652,0.41587,1.74997,0.92829,1.3518,0.003466,0.003466,0.003466
233,57975.3,1.07834,0.60982,0.98782,0.83054,0.73905,0.81436,0.41565,1.75079,0.92796,1.35318,0.00343771,0.00343771,0.00343771
234,58202.8,1.0892,0.61396,0.98805,0.83339,0.74219,0.8169,0.4163,1.7509,0.92672,1.35526,0.00340943,0.00340943,0.00340943
235,58420,1.07341,0.60554,0.97997,0.84301,0.7412,0.82052,0.41725,1.74946,0.92789,1.35419,0.00338114,0.00338114,0.00338114
236,58651.4,1.08109,0.60405,0.98559,0.84616,0.73775,0.82243,0.41722,1.75173,0.9302,1.35328,0.00335286,0.00335286,0.00335286
237,58873.3,1.0903,0.61736,0.98089,0.82861,0.75071,0.82239,0.41677,1.75326,0.93074,1.35477,0.00332457,0.00332457,0.00332457
238,59120,1.08556,0.60506,0.98299,0.83725,0.7412,0.82193,0.41612,1.7566,0.93427,1.35769,0.00329629,0.00329629,0.00329629
239,59331.6,1.08322,0.6068,0.97959,0.83999,0.7427,0.82112,0.41449,1.75793,0.93723,1.35817,0.003268,0.003268,0.003268
240,59570.3,1.07777,0.60512,0.98112,0.82068,0.75362,0.81999,0.41498,1.75753,0.93796,1.35791,0.00323971,0.00323971,0.00323971
241,59786,1.08243,0.60542,0.98088,0.81677,0.75604,0.82037,0.41556,1.75718,0.93698,1.3582,0.00321143,0.00321143,0.00321143
242,60037.8,1.06253,0.5896,0.98117,0.8295,0.74707,0.82156,0.4149,1.7577,0.93991,1.35982,0.00318314,0.00318314,0.00318314
243,60262,1.07201,0.59983,0.97937,0.82638,0.75293,0.82128,0.41519,1.75742,0.94065,1.36019,0.00315486,0.00315486,0.00315486
244,60516.7,1.077,0.60358,0.98072,0.82366,0.75052,0.82071,0.41461,1.75816,0.94091,1.36071,0.00312657,0.00312657,0.00312657
245,60737.5,1.0578,0.59462,0.97303,0.82711,0.74707,0.82166,0.41492,1.75734,0.94179,1.35954,0.00309829,0.00309829,0.00309829
246,60985.1,1.06958,0.58943,0.97926,0.84964,0.72636,0.82084,0.41517,1.75783,0.94302,1.35995,0.00307,0.00307,0.00307
247,61211.2,1.06991,0.59658,0.97196,0.83471,0.73887,0.8204,0.41591,1.75811,0.9445,1.36033,0.00304171,0.00304171,0.00304171
248,61454.5,1.0659,0.59878,0.97698,0.83421,0.74189,0.82163,0.41599,1.75606,0.94535,1.35939,0.00301343,0.00301343,0.00301343
249,61672.4,1.05494,0.58535,0.97207,0.81983,0.75367,0.82083,0.41608,1.75514,0.94273,1.35822,0.00298514,0.00298514,0.00298514
250,61921.6,1.05802,0.59255,0.97387,0.82368,0.74983,0.81972,0.41586,1.75688,0.94315,1.35986,0.00295686,0.00295686,0.00295686
251,62126.9,1.04935,0.5882,0.97003,0.82188,0.75155,0.82076,0.41547,1.75841,0.9444,1.36151,0.00292857,0.00292857,0.00292857
252,62361.1,1.06404,0.58955,0.97547,0.82014,0.7519,0.82002,0.41523,1.75887,0.9452,1.3626,0.00290029,0.00290029,0.00290029
253,62574.5,1.05219,0.58861,0.97767,0.82122,0.75397,0.81985,0.41525,1.76134,0.94575,1.36334,0.002872,0.002872,0.002872
254,62809.7,1.04492,0.586,0.97177,0.82064,0.75742,0.81878,0.41481,1.76344,0.94509,1.36549,0.00284371,0.00284371,0.00284371
255,63088.7,1.05167,0.58547,0.97146,0.8138,0.76294,0.81941,0.41373,1.76315,0.94493,1.36521,0.00281543,0.00281543,0.00281543
256,63371.5,1.03553,0.581,0.96575,0.82027,0.75569,0.81954,0.41436,1.7613,0.94205,1.36431,0.00278714,0.00278714,0.00278714
257,63591.9,1.0367,0.57617,0.96682,0.82638,0.7506,0.81989,0.4145,1.76259,0.9412,1.36616,0.00275886,0.00275886,0.00275886
258,63831,1.04584,0.57827,0.96754,0.82826,0.74948,0.81909,0.41429,1.76391,0.94289,1.36722,0.00273057,0.00273057,0.00273057
259,64041.4,1.02493,0.57548,0.9629,0.83156,0.74914,0.81995,0.41441,1.76427,0.94426,1.36871,0.00270229,0.00270229,0.00270229
260,64273.1,1.03073,0.58168,0.96675,0.83766,0.7412,0.81913,0.41508,1.7644,0.9466,1.36963,0.002674,0.002674,0.002674
261,64502,1.02888,0.58046,0.96652,0.83915,0.74169,0.82048,0.41516,1.76477,0.94502,1.37051,0.00264571,0.00264571,0.00264571
262,64742.8,1.03522,0.57663,0.96498,0.83722,0.74396,0.82133,0.41542,1.76492,0.94471,1.37011,0.00261743,0.00261743,0.00261743
263,64968.4,1.03399,0.57553,0.96871,0.83067,0.74776,0.82035,0.41559,1.76478,0.94217,1.37019,0.00258914,0.00258914,0.00258914
264,65259.6,1.02661,0.57204,0.96518,0.83458,0.74686,0.82057,0.41556,1.76558,0.94388,1.37044,0.00256086,0.00256086,0.00256086
265,65473.8,1.02094,0.56623,0.959,0.83627,0.74362,0.81994,0.416,1.76659,0.94755,1.37143,0.00253257,0.00253257,0.00253257
266,65710,1.03176,0.57532,0.95917,0.83661,0.7403,0.81892,0.41552,1.76657,0.95088,1.37164,0.00250429,0.00250429,0.00250429
267,65935.5,1.02613,0.5721,0.96178,0.8401,0.73637,0.81811,0.41464,1.76678,0.95138,1.37209,0.002476,0.002476,0.002476
268,66162.4,1.02916,0.57561,0.96634,0.84895,0.72809,0.81821,0.41442,1.76648,0.95182,1.37223,0.00244771,0.00244771,0.00244771
269,66377.5,1.01965,0.57116,0.95806,0.84439,0.73399,0.81892,0.41547,1.76697,0.9518,1.37184,0.00241943,0.00241943,0.00241943
270,66613.1,1.0177,0.571,0.96188,0.84462,0.73637,0.81981,0.41582,1.7668,0.95118,1.37226,0.00239114,0.00239114,0.00239114
271,66840.5,1.0142,0.57384,0.95755,0.8426,0.73521,0.8175,0.41571,1.76732,0.95149,1.37369,0.00236286,0.00236286,0.00236286
272,67104.7,1.02317,0.56887,0.96106,0.847,0.72972,0.81685,0.41536,1.76719,0.95313,1.37394,0.00233457,0.00233457,0.00233457
273,67312.4,1.01179,0.56178,0.95665,0.84481,0.72882,0.81543,0.41559,1.76726,0.95346,1.37374,0.00230629,0.00230629,0.00230629
274,67547.2,1.01289,0.56431,0.95507,0.84453,0.73154,0.81757,0.41585,1.76769,0.95386,1.3743,0.002278,0.002278,0.002278
275,67756,1.00449,0.557,0.95127,0.84181,0.73395,0.81856,0.41582,1.76839,0.95459,1.37406,0.00224971,0.00224971,0.00224971
276,68006.2,1.00331,0.55846,0.95422,0.82774,0.74741,0.8185,0.41482,1.76872,0.95757,1.37433,0.00222143,0.00222143,0.00222143
277,68212,1.00088,0.55857,0.95533,0.83709,0.74293,0.81812,0.41421,1.76978,0.96027,1.37565,0.00219314,0.00219314,0.00219314
278,68441.9,0.99923,0.55509,0.95875,0.83985,0.74017,0.81773,0.41405,1.77013,0.95968,1.37663,0.00216486,0.00216486,0.00216486
279,68653.5,0.98899,0.55272,0.95284,0.84492,0.73697,0.81818,0.41441,1.77046,0.95906,1.37793,0.00213657,0.00213657,0.00213657
280,68905.7,0.99815,0.55555,0.95283,0.8441,0.73602,0.81779,0.41379,1.77032,0.95997,1.37891,0.00210829,0.00210829,0.00210829
281,69111.6,0.98528,0.55042,0.94864,0.83026,0.74396,0.81676,0.41288,1.7706,0.96241,1.37958,0.00208,0.00208,0.00208
282,69340.9,0.98692,0.55001,0.94958,0.83354,0.74051,0.8163,0.41303,1.77091,0.9644,1.37961,0.00205171,0.00205171,0.00205171
283,69559.3,0.99886,0.55393,0.95037,0.83243,0.74327,0.81681,0.41311,1.77085,0.96385,1.37962,0.00202343,0.00202343,0.00202343
284,69810.2,0.99095,0.55244,0.95032,0.8306,0.74086,0.81585,0.41355,1.77052,0.9633,1.37937,0.00199514,0.00199514,0.00199514
285,70059,0.99355,0.55198,0.95085,0.83936,0.73204,0.81543,0.41295,1.7712,0.9628,1.37998,0.00196686,0.00196686,0.00196686
286,70291.6,0.98745,0.55365,0.94836,0.83709,0.73257,0.81449,0.41222,1.77177,0.9628,1.38005,0.00193857,0.00193857,0.00193857
287,70503.6,0.98042,0.54898,0.94993,0.84469,0.72947,0.81512,0.41261,1.7717,0.96264,1.38017,0.00191029,0.00191029,0.00191029
288,70737.2,0.98249,0.54564,0.94852,0.83975,0.73326,0.8151,0.41325,1.77168,0.9628,1.38035,0.001882,0.001882,0.001882
289,70943.9,0.96919,0.54458,0.94889,0.83765,0.73528,0.81468,0.41314,1.77237,0.96281,1.38144,0.00185371,0.00185371,0.00185371
290,71172.5,0.9768,0.54606,0.94557,0.83645,0.73533,0.81396,0.41297,1.77229,0.96302,1.38171,0.00182543,0.00182543,0.00182543
291,71385,0.97313,0.54016,0.94337,0.82096,0.74525,0.81475,0.41281,1.77324,0.96367,1.38315,0.00179714,0.00179714,0.00179714
292,71610.7,0.97359,0.54207,0.94333,0.82807,0.73982,0.81561,0.41292,1.77305,0.9629,1.38338,0.00176886,0.00176886,0.00176886
293,71818.4,0.96739,0.53804,0.94516,0.81839,0.75103,0.81516,0.4127,1.77298,0.96297,1.38345,0.00174057,0.00174057,0.00174057
294,72054.1,0.97379,0.54168,0.9441,0.82426,0.74155,0.81484,0.41272,1.77294,0.96388,1.38401,0.00171229,0.00171229,0.00171229
295,72260.2,0.9655,0.53563,0.94343,0.82641,0.74087,0.81501,0.41304,1.7727,0.96487,1.3839,0.001684,0.001684,0.001684
296,72488.2,0.97423,0.53921,0.94828,0.82652,0.74312,0.81472,0.41305,1.77288,0.96486,1.38448,0.00165571,0.00165571,0.00165571
297,72693.3,0.97014,0.54016,0.94437,0.82341,0.74465,0.81393,0.41303,1.77276,0.96515,1.3848,0.00162743,0.00162743,0.00162743
298,72914.8,0.98083,0.53897,0.94472,0.82184,0.74654,0.81427,0.41331,1.77269,0.96555,1.38462,0.00159914,0.00159914,0.00159914
299,73120.4,0.96058,0.53102,0.93734,0.82078,0.74879,0.81482,0.41351,1.77265,0.96593,1.38474,0.00157086,0.00157086,0.00157086
300,73365.6,0.95071,0.53029,0.93686,0.82453,0.745,0.81576,0.41346,1.77212,0.96675,1.38427,0.00154257,0.00154257,0.00154257
301,73573.2,0.97247,0.54722,0.94777,0.82597,0.74569,0.81575,0.41343,1.772,0.96692,1.38422,0.00151429,0.00151429,0.00151429
302,73873.1,0.95257,0.52748,0.93686,0.82917,0.745,0.81536,0.4131,1.77169,0.96714,1.38421,0.001486,0.001486,0.001486
303,74130,0.94885,0.52504,0.94073,0.82927,0.74672,0.81657,0.41353,1.77127,0.96797,1.38419,0.00145771,0.00145771,0.00145771
304,74448.8,0.94914,0.52772,0.93387,0.82715,0.74707,0.8161,0.41347,1.77111,0.96795,1.38406,0.00142943,0.00142943,0.00142943
305,74688.7,0.9536,0.52624,0.93733,0.82963,0.74293,0.81602,0.41344,1.7714,0.96797,1.38458,0.00140114,0.00140114,0.00140114
306,74951.2,0.93955,0.52358,0.93919,0.82883,0.74354,0.81567,0.41293,1.77164,0.96811,1.38487,0.00137286,0.00137286,0.00137286
307,75218.7,0.94605,0.53198,0.93962,0.82921,0.74327,0.81634,0.41272,1.7719,0.96871,1.38535,0.00134457,0.00134457,0.00134457
308,75497.1,0.94159,0.52547,0.93628,0.82804,0.74442,0.81641,0.41257,1.77215,0.96929,1.38569,0.00131629,0.00131629,0.00131629
309,75721.6,0.93129,0.5185,0.93316,0.82798,0.74406,0.81597,0.41287,1.77224,0.96954,1.38607,0.001288,0.001288,0.001288
310,75968,0.93743,0.51615,0.93411,0.82793,0.74383,0.81573,0.41319,1.77255,0.97024,1.38643,0.00125971,0.00125971,0.00125971
311,76180.8,0.93385,0.5266,0.93203,0.83354,0.74224,0.81551,0.41314,1.77259,0.97073,1.3866,0.00123143,0.00123143,0.00123143
312,76417.3,0.9495,0.52821,0.93577,0.83136,0.74339,0.81553,0.41343,1.77282,0.97105,1.38717,0.00120314,0.00120314,0.00120314
